Invoice_ID,Line_No,Item_Description,HSN_Code,Quantity,Unit_Price,Tax_Rate,Line_Total_Amount,PO_Match_Status
INV001083,5,Router,146225,8,17330.26,28.00,177461.86,Matched
INV001084,1,Tablet,725206,7,16605.08,5.00,122047.34,Matched
INV001084,2,Monitor,963167,4,5882.42,5.00,24706.16,Matched
INV001084,3,Router,537378,5,3769.17,12.00,21107.35,Partial Match
INV001085,1,Laptop,255774,7,5486.33,28.00,49157.52,Matched
INV001085,2,Mouse,186912,5,8866.76,5.00,46550.49,Partial Match
INV001085,3,Router,692206,9,11727.91,28.00,135105.52,Matched
INV001085,4,Laptop,376136,10,18852.40,28.00,241310.72,Not Matched
INV001086,1,Keyboard,983753,9,17587.77,18.00,186782.12,Matched
INV001086,2,Server,227517,3,18913.99,28.00,72629.72,Not Matched
INV001086,3,SSD,128641,6,8510.45,18.00,60253.99,Not Matched
INV001087,1,Monitor,949038,6,10765.64,28.00,82680.12,Not Matched
INV001087,2,Tablet,943976,6,11608.92,28.00,89156.51,Not Matched
INV001087,3,Keyboard,108059,6,19318.83,28.00,148368.61,Matched
INV001087,4,Router,810374,7,1820.43,28.00,16311.05,Partial Match
INV001087,5,Keyboard,782833,7,16939.33,18.00,139918.87,Matched
INV001088,1,Mouse,765579,2,15352.21,5.00,32239.64,Partial Match
INV001088,2,Router,465260,3,1780.42,18.00,6302.69,Partial Match
INV001088,3,Server,155549,2,13236.19,18.00,31237.41,Matched
INV001088,4,Keyboard,841045,6,9464.14,12.00,63599.02,Not Matched
INV001089,1,Keyboard,659980,10,19366.71,18.00,228527.18,Not Matched
INV001089,2,Mouse,759518,3,14366.36,12.00,48270.97,Partial Match
INV001089,3,Webcam,709722,2,8635.44,12.00,19343.39,Not Matched
INV001089,4,Monitor,286840,9,1995.02,5.00,18852.94,Matched
INV001089,5,Server,265876,2,17776.23,12.00,39818.76,Not Matched
INV001090,1,Router,561555,9,3759.88,28.00,43313.82,Not Matched
INV001090,2,Tablet,356001,1,18219.69,28.00,23321.20,Not Matched
INV001090,3,Router,125506,2,16784.62,18.00,39611.70,Partial Match
INV001091,1,Keyboard,782377,7,8287.53,28.00,74256.27,Matched
INV001091,2,Monitor,303562,9,9657.84,28.00,111258.32,Partial Match
INV001091,3,Webcam,597854,9,9754.35,5.00,92178.61,Partial Match
INV001091,4,Tablet,795673,8,1435.42,18.00,13550.36,Not Matched
INV001092,1,Keyboard,525881,1,18774.32,12.00,21027.24,Not Matched
INV001092,2,Tablet,666264,1,6343.62,28.00,8119.83,Matched
INV001093,1,Monitor,192903,6,3747.04,12.00,25180.11,Partial Match
INV001093,2,Printer,438784,8,6097.83,12.00,54636.56,Matched
INV001093,3,Tablet,721648,9,2982.69,28.00,34360.59,Matched
INV001093,4,Server,696355,9,5001.88,18.00,53119.97,Partial Match
INV001093,5,SSD,331064,7,5203.75,12.00,40797.40,Matched
INV001094,1,Monitor,342970,8,14322.66,5.00,120310.34,Partial Match
INV001094,2,Monitor,952113,2,16474.39,12.00,36902.63,Matched
INV001094,3,Server,165361,9,17972.73,28.00,207045.85,Matched
INV001094,4,SSD,587367,8,15167.91,5.00,127410.44,Not Matched
INV001094,5,Webcam,514173,6,9408.22,12.00,63223.24,Not Matched
INV001095,1,Printer,248173,2,10710.01,12.00,23990.42,Matched
INV001095,2,Keyboard,612692,7,17680.82,18.00,146043.57,Not Matched
INV001095,3,Mouse,728394,6,2707.16,12.00,18192.12,Partial Match
INV001095,4,Laptop,458453,8,7947.28,5.00,66757.15,Partial Match
INV001096,1,Keyboard,423885,2,10847.17,12.00,24297.66,Partial Match
INV001096,2,Webcam,949648,10,13122.17,18.00,154841.61,Matched
INV001096,3,Laptop,139090,5,16657.08,28.00,106605.31,Not Matched
INV001097,1,Keyboard,136257,4,12285.98,12.00,55041.19,Not Matched
INV001097,2,Router,565517,7,8334.72,18.00,68844.79,Not Matched
INV001097,3,Tablet,545395,4,10054.34,12.00,45043.44,Partial Match
INV001098,1,Laptop,141130,4,9629.71,12.00,43141.10,Matched
INV001098,2,Tablet,704322,6,16368.03,18.00,115885.65,Matched
INV001098,3,Server,869009,1,12658.36,28.00,16202.70,Matched
INV001098,4,Webcam,945013,9,14589.05,18.00,154935.71,Partial Match
INV001099,1,Mouse,888516,5,5159.63,18.00,30441.82,Partial Match
INV001099,2,Server,118141,3,9465.66,12.00,31804.62,Matched
INV001100,1,Router,701943,5,9809.85,18.00,57878.12,Partial Match
INV001100,2,Router,948205,9,19163.84,5.00,181098.29,Not Matched
INV001100,3,Keyboard,964324,1,7929.81,12.00,8881.39,Not Matched
INV001100,4,Keyboard,333385,7,3854.43,18.00,31837.59,Matched
INV001101,1,Tablet,183414,9,6716.65,18.00,71330.82,Matched
INV001101,2,Keyboard,338381,10,13257.09,12.00,148479.41,Partial Match
INV001102,1,Printer,817207,3,12672.26,18.00,44859.80,Matched
INV001102,2,Monitor,125717,4,8146.68,5.00,34216.06,Matched
INV001102,3,SSD,640328,10,6592.55,28.00,84384.64,Partial Match
INV001103,1,Monitor,916091,2,1646.86,5.00,3458.41,Matched
INV001103,2,Printer,334135,9,3131.97,5.00,29597.12,Matched
INV001103,3,Router,108330,10,4039.91,18.00,47670.94,Partial Match
INV001103,4,Laptop,787426,2,19784.69,28.00,50648.81,Not Matched
INV001104,1,Tablet,827682,5,9817.13,18.00,57921.07,Matched
INV001104,2,Router,762838,4,9482.46,5.00,39826.33,Not Matched
INV001104,3,Mouse,747500,3,10793.46,5.00,33999.40,Partial Match
INV001104,4,Router,984959,1,1227.28,18.00,1448.19,Not Matched
INV001105,1,Printer,305091,2,13012.80,12.00,29148.67,Not Matched
INV001105,2,Keyboard,958591,2,15338.34,28.00,39266.15,Not Matched
INV001105,3,Webcam,596235,1,13140.58,12.00,14717.45,Partial Match
INV001106,1,SSD,666469,8,8052.11,28.00,82453.61,Partial Match
INV001106,2,Keyboard,894516,1,14865.24,5.00,15608.50,Not Matched
INV001107,1,Server,377428,7,15485.00,18.00,127906.10,Partial Match
INV001107,2,Printer,488501,9,1774.63,28.00,20443.74,Partial Match
INV001108,1,Server,659278,8,16192.98,12.00,145089.10,Matched
INV001108,2,Tablet,241772,8,7131.20,5.00,59902.08,Not Matched
INV001109,1,Mouse,427200,9,4512.74,12.00,45488.42,Matched
INV001109,2,Monitor,145306,10,3046.16,5.00,31984.68,Not Matched
INV001109,3,Monitor,584864,1,16037.44,12.00,17961.93,Matched
INV001109,4,Tablet,630222,9,11256.35,28.00,129673.15,Not Matched
INV001110,1,Router,223398,4,5840.65,12.00,26166.11,Matched
INV001110,2,Monitor,326598,2,7595.18,28.00,19443.66,Not Matched
INV001110,3,Mouse,456629,2,2228.75,12.00,4992.40,Matched
INV001110,4,Webcam,716635,6,5472.87,5.00,34479.08,Partial Match
INV001110,5,Laptop,961404,4,6754.71,12.00,30261.10,Not Matched
INV001111,1,Webcam,818392,5,7584.04,12.00,42470.62,Matched
INV001111,2,Keyboard,725286,7,16658.11,12.00,130599.58,Matched
INV001111,3,Keyboard,135510,5,3550.74,12.00,19884.14,Not Matched
INV001112,1,SSD,988273,4,8023.10,5.00,33697.02,Partial Match
INV001112,2,SSD,755802,4,15749.09,5.00,66146.18,Matched
INV001112,3,Monitor,768562,7,10501.85,5.00,77188.60,Matched
INV001112,4,Webcam,201711,7,12473.51,28.00,111762.65,Matched
INV001113,1,Router,385475,3,14324.14,12.00,48129.11,Partial Match
INV001113,2,Laptop,893532,5,1765.91,5.00,9271.03,Not Matched
INV001113,3,Server,799033,10,9921.52,5.00,104175.96,Partial Match
INV001114,1,Monitor,744798,9,6735.62,12.00,67895.05,Not Matched
INV001114,2,SSD,234798,7,2081.76,5.00,15300.94,Partial Match
INV001114,3,Webcam,452465,4,19562.04,28.00,100157.64,Not Matched
INV001115,1,Server,860695,2,6702.06,18.00,15816.86,Partial Match
INV001115,2,Keyboard,597756,10,13672.92,12.00,153136.70,Partial Match
INV001116,1,SSD,844294,4,18655.43,18.00,88053.63,Not Matched
INV001116,2,SSD,475739,7,18273.92,5.00,134313.31,Not Matched
INV001116,3,Tablet,463665,1,4276.87,5.00,4490.71,Partial Match
INV001116,4,Tablet,655061,8,2646.06,28.00,27095.65,Partial Match
INV001116,5,Webcam,316948,10,7119.23,28.00,91126.14,Not Matched
INV001117,1,Keyboard,184666,7,17083.54,18.00,141110.04,Not Matched
INV001117,2,Tablet,298288,6,9766.14,12.00,65628.46,Matched
INV001117,3,Webcam,517156,8,7926.63,28.00,81168.69,Partial Match
INV001118,1,Printer,707607,6,8120.32,28.00,62364.06,Partial Match
INV001118,2,Router,482055,7,3825.43,5.00,28116.91,Not Matched
INV001119,1,Monitor,670512,7,14860.86,5.00,109227.32,Partial Match
INV001119,2,Webcam,969150,10,3881.19,5.00,40752.50,Partial Match
INV001119,3,Router,748042,1,6437.61,18.00,7596.38,Matched
INV001119,4,Tablet,376770,8,4077.37,28.00,41752.27,Partial Match
INV001120,1,Monitor,534432,1,13471.31,12.00,15087.87,Not Matched
INV001120,2,Webcam,716579,7,1359.84,12.00,10661.15,Not Matched
INV001120,3,Laptop,353053,2,16954.13,28.00,43402.57,Not Matched
INV001120,4,Tablet,821909,2,18889.33,5.00,39667.59,Not Matched
INV001120,5,Server,990648,10,9497.54,5.00,99724.17,Not Matched
INV001121,1,Monitor,377775,9,9975.61,12.00,100554.15,Partial Match
INV001121,2,Server,123069,10,4116.82,18.00,48578.48,Not Matched
INV001121,3,Tablet,593091,8,17823.92,12.00,159702.32,Matched
INV001121,4,Router,237836,5,11990.82,12.00,67148.59,Matched
INV001122,1,Server,497781,2,16175.32,12.00,36232.72,Partial Match
INV001122,2,SSD,876915,10,14581.25,5.00,153103.13,Partial Match
INV001122,3,Keyboard,808520,9,12162.94,12.00,122602.44,Partial Match
INV001122,4,SSD,900002,3,5555.00,12.00,18664.80,Not Matched
INV001123,1,Keyboard,657702,8,4117.27,28.00,42160.84,Not Matched
INV001123,2,Laptop,461898,3,10858.29,5.00,34203.61,Matched
INV001123,3,Webcam,723587,1,19778.83,28.00,25316.90,Partial Match
INV001123,4,Printer,249903,10,18947.56,5.00,198949.38,Not Matched
INV001124,1,Router,508844,1,3648.55,18.00,4305.29,Partial Match
INV001124,2,Tablet,346782,10,12991.73,18.00,153302.41,Partial Match
INV001125,1,Monitor,354987,1,3663.10,28.00,4688.77,Matched
INV001125,2,Router,651974,7,9035.37,5.00,66409.97,Partial Match
INV001125,3,Mouse,151853,9,6405.27,28.00,73788.71,Partial Match
INV001125,4,Webcam,398614,3,19336.98,18.00,68452.91,Partial Match
INV001125,5,Tablet,702129,10,12405.96,12.00,138946.75,Partial Match
INV001126,1,Server,875441,2,11202.29,18.00,26437.40,Not Matched
INV001126,2,Mouse,145618,7,18474.88,12.00,144843.06,Partial Match
INV001126,3,Mouse,498777,7,4472.24,5.00,32870.96,Not Matched
INV001126,4,Server,306654,10,16413.99,12.00,183836.69,Not Matched
INV001126,5,Router,548587,1,12779.32,5.00,13418.29,Partial Match
INV001127,1,SSD,809896,8,8902.02,18.00,84035.07,Not Matched
INV001127,2,Printer,247419,10,13213.76,28.00,169136.13,Partial Match
INV001127,3,Monitor,472244,8,5976.69,28.00,61201.31,Not Matched
INV001127,4,Monitor,578065,1,19054.86,28.00,24390.22,Not Matched
INV001127,5,Laptop,684354,6,10750.87,12.00,72245.85,Matched
INV001128,1,Router,764194,6,5643.76,5.00,35555.69,Matched
INV001128,2,Mouse,812625,8,9565.44,5.00,80349.70,Not Matched
INV001128,3,Keyboard,798929,9,9899.26,5.00,93548.01,Not Matched
INV001128,4,Printer,575521,5,11839.66,18.00,69853.99,Not Matched
INV001128,5,Mouse,430571,5,5070.80,12.00,28396.48,Not Matched
INV001129,1,Monitor,522966,2,17659.28,18.00,41675.90,Matched
INV001129,2,Monitor,471208,8,4433.02,5.00,37237.37,Partial Match
INV001129,3,Printer,337801,3,15208.02,5.00,47905.26,Matched
INV001129,4,Laptop,684361,10,8619.18,12.00,96534.82,Not Matched
INV001130,1,Printer,520719,2,4174.56,18.00,9851.96,Partial Match
INV001130,2,Mouse,905496,4,18254.26,28.00,93461.81,Not Matched
INV001130,3,Mouse,123087,3,5692.73,28.00,21860.08,Not Matched
INV001130,4,SSD,482682,9,3317.12,18.00,35227.81,Partial Match
INV001131,1,Monitor,278134,3,12436.60,12.00,41786.98,Not Matched
INV001131,2,Server,404209,3,9042.87,12.00,30384.04,Partial Match
INV001131,3,Monitor,447340,4,12488.05,5.00,52449.81,Not Matched
INV001131,4,Laptop,723385,5,9698.15,18.00,57219.09,Matched
INV001131,5,Keyboard,334052,10,10759.37,28.00,137719.94,Matched
INV001132,1,Webcam,229306,3,4615.95,12.00,15509.59,Partial Match
INV001132,2,Router,558160,3,18772.31,28.00,72085.67,Not Matched
INV001132,3,Router,552587,3,17898.82,28.00,68731.47,Not Matched
INV001132,4,Printer,129261,5,9188.07,12.00,51453.19,Matched
INV001132,5,Webcam,688579,7,15896.88,12.00,124631.54,Not Matched
INV001133,1,SSD,266649,4,9803.32,12.00,43918.87,Partial Match
INV001133,2,Server,598366,1,12429.84,5.00,13051.33,Not Matched
INV001133,3,Tablet,971387,7,10943.51,5.00,80434.80,Partial Match
INV001133,4,Router,618730,6,4130.40,18.00,29243.23,Matched
INV001134,1,Router,793581,4,2343.09,5.00,9840.98,Not Matched
INV001134,2,Webcam,605844,5,11862.06,28.00,75917.18,Matched
INV001134,3,Server,620898,6,8441.45,28.00,64830.34,Not Matched
INV001135,1,SSD,683430,8,14903.58,5.00,125190.07,Matched
INV001135,2,Monitor,726023,5,8439.34,12.00,47260.30,Not Matched
INV001135,3,Router,626114,6,2047.32,5.00,12898.12,Partial Match
INV001135,4,Keyboard,631089,2,2537.82,28.00,6496.82,Partial Match
INV001136,1,Tablet,599448,9,15326.57,18.00,162768.17,Matched
INV001136,2,Monitor,943884,5,7782.32,5.00,40857.18,Not Matched
INV001137,1,Mouse,578815,5,13230.62,5.00,69460.76,Matched
INV001137,2,SSD,913175,4,14663.37,28.00,75076.45,Matched
INV001137,3,Monitor,160156,5,4151.67,5.00,21796.27,Matched
INV001137,4,Server,880882,10,10332.30,18.00,121921.14,Not Matched
INV001137,5,Mouse,620743,2,10747.81,5.00,22570.40,Partial Match
INV001138,1,Mouse,248691,4,9927.89,12.00,44476.95,Matched
INV001138,2,Tablet,831752,10,12553.82,28.00,160688.90,Partial Match
INV001139,1,Mouse,255618,3,15676.93,18.00,55496.33,Matched
INV001139,2,Laptop,790113,3,14103.43,28.00,54157.17,Matched
INV001139,3,Keyboard,708941,6,10200.62,18.00,72220.39,Partial Match
INV001139,4,Keyboard,122248,3,7198.21,5.00,22674.36,Matched
INV001140,1,Keyboard,220507,9,15616.43,5.00,147575.26,Matched
INV001140,2,Keyboard,307260,4,13579.46,5.00,57033.73,Not Matched
INV001140,3,Monitor,871199,9,7950.98,18.00,84439.41,Not Matched
INV001140,4,Webcam,102474,9,12079.96,28.00,139161.14,Partial Match
INV001141,1,Mouse,984077,6,16822.26,28.00,129194.96,Partial Match
INV001141,2,Printer,127459,4,9845.46,12.00,44107.66,Not Matched
INV001141,3,Keyboard,458503,4,1485.32,12.00,6654.23,Partial Match
INV001141,4,Monitor,565081,4,16575.24,28.00,84865.23,Matched
INV001141,5,Webcam,233770,4,7385.43,18.00,34859.23,Matched
INV001142,1,Server,203735,10,16155.91,28.00,206795.65,Matched
INV001142,2,SSD,165070,6,6243.65,12.00,41957.33,Not Matched
INV001142,3,SSD,724131,7,4220.41,28.00,37814.87,Matched
INV001142,4,Keyboard,209887,1,10533.87,18.00,12429.97,Matched
INV001143,1,Printer,306478,9,8028.57,28.00,92489.13,Partial Match
INV001143,2,Mouse,777327,1,14275.01,5.00,14988.76,Matched
INV001143,3,Router,587255,7,4269.86,28.00,38257.95,Matched
INV001143,4,Monitor,918806,5,4075.48,28.00,26083.07,Partial Match
INV001143,5,Server,733781,6,4650.88,5.00,29300.54,Partial Match
INV001144,1,Keyboard,699624,5,11579.24,5.00,60791.01,Partial Match
INV001144,2,Mouse,790592,9,17440.62,12.00,175801.45,Partial Match
INV001145,1,Printer,304242,7,9927.88,5.00,72969.92,Not Matched
INV001145,2,Tablet,111964,4,18287.04,12.00,81925.94,Matched
INV001145,3,Server,233743,9,16953.03,12.00,170886.54,Matched
INV001145,4,Monitor,642860,5,14344.62,28.00,91805.57,Not Matched
INV001146,1,Server,360738,10,17474.45,5.00,183481.73,Not Matched
INV001146,2,Router,532441,1,16927.57,12.00,18958.88,Partial Match
INV001147,1,Monitor,378301,4,19612.92,5.00,82374.26,Partial Match
INV001147,2,SSD,565012,5,4777.46,12.00,26753.78,Partial Match
INV001147,3,Router,755973,7,5094.06,28.00,45642.78,Not Matched
INV001148,1,Monitor,743247,6,1000.85,5.00,6305.36,Not Matched
INV001148,2,Laptop,483175,1,6647.09,5.00,6979.44,Partial Match
INV001148,3,Monitor,301888,2,4239.86,12.00,9497.29,Partial Match
INV001149,1,Laptop,514315,2,3178.33,18.00,7500.86,Matched
INV001149,2,Tablet,754396,10,6964.52,12.00,78002.62,Partial Match
INV001149,3,Laptop,808609,10,8586.05,28.00,109901.44,Partial Match
INV001149,4,Tablet,627353,1,1580.49,28.00,2023.03,Partial Match
INV001150,1,Tablet,200179,6,13175.61,5.00,83006.34,Partial Match
INV001150,2,Webcam,248065,3,3104.80,28.00,11922.43,Not Matched
INV001151,1,SSD,254235,4,19557.91,12.00,87619.44,Matched
INV001151,2,Mouse,189702,4,11549.65,28.00,59134.21,Not Matched
INV001151,3,Router,263014,2,5723.75,28.00,14652.80,Partial Match
INV001151,4,Laptop,734651,3,14224.90,18.00,50356.15,Matched
INV001151,5,Mouse,433715,5,12823.79,18.00,75660.36,Matched
INV001152,1,Server,193862,3,16362.80,28.00,62833.15,Partial Match
INV001152,2,SSD,824245,9,6279.50,28.00,72339.84,Matched
INV001152,3,Monitor,945617,3,16544.16,18.00,58566.33,Not Matched
INV001153,1,Router,836880,4,1000.46,18.00,4722.17,Not Matched
INV001153,2,Monitor,759945,1,12733.20,12.00,14261.18,Not Matched
INV001153,3,Server,403830,6,4620.89,18.00,32715.90,Matched
INV001153,4,Keyboard,844893,3,4185.16,12.00,14062.14,Not Matched
INV001154,1,Server,404626,5,17965.99,12.00,100609.54,Partial Match
INV001154,2,Keyboard,272804,2,10487.25,12.00,23491.44,Partial Match
INV001154,3,Router,630011,6,17730.25,5.00,111700.58,Matched
INV001154,4,Tablet,568569,9,17445.05,12.00,175846.10,Partial Match
INV001155,1,Keyboard,658103,4,5465.05,18.00,25795.04,Partial Match
INV001155,2,Server,541600,8,18183.61,5.00,152742.32,Matched
INV001155,3,Keyboard,945182,7,2761.70,18.00,22811.64,Matched
INV001155,4,Keyboard,800667,1,2917.39,12.00,3267.48,Not Matched
INV001155,5,Webcam,951210,8,14993.68,18.00,141540.34,Not Matched
INV001156,1,SSD,813793,1,8601.30,12.00,9633.46,Not Matched
INV001156,2,SSD,564259,7,13355.70,5.00,98164.40,Not Matched
INV001157,1,Keyboard,230987,7,9137.49,12.00,71637.92,Matched
INV001157,2,Webcam,908581,6,3881.86,5.00,24455.72,Matched
INV001158,1,Printer,703880,6,3152.23,28.00,24209.13,Not Matched
INV001158,2,Tablet,516454,6,1862.42,12.00,12515.46,Partial Match
INV001158,3,Webcam,560722,3,17859.09,12.00,60006.54,Partial Match
INV001159,1,SSD,641236,2,1611.07,28.00,4124.34,Not Matched
INV001159,2,Keyboard,472059,10,16746.33,5.00,175836.47,Matched
INV001160,1,Tablet,173137,5,5346.01,18.00,31541.46,Not Matched
INV001160,2,Keyboard,310829,6,18593.70,5.00,117140.31,Matched
INV001160,3,Monitor,581125,6,19548.95,5.00,123158.39,Partial Match
INV001160,4,Webcam,477414,2,12975.17,28.00,33216.44,Partial Match
INV001160,5,Mouse,521218,6,7516.02,28.00,57723.03,Partial Match
INV001161,1,Monitor,450118,6,13001.40,18.00,92049.91,Matched
INV001161,2,Keyboard,293026,5,3119.23,12.00,17467.69,Matched
INV001161,3,Tablet,585977,1,7642.32,18.00,9017.94,Matched
INV001161,4,Server,583703,4,6114.49,12.00,27392.92,Matched
INV001162,1,Router,210999,3,17453.57,12.00,58644.00,Partial Match
INV001162,2,Printer,329939,8,13396.86,5.00,112533.62,Partial Match
INV001162,3,Keyboard,606689,7,19821.87,28.00,177603.96,Not Matched
INV001162,4,Tablet,814951,6,11251.50,5.00,70884.45,Not Matched
INV001162,5,Server,826021,1,9612.62,5.00,10093.25,Not Matched
INV001163,1,Router,476422,5,3562.63,5.00,18703.81,Partial Match
INV001163,2,Printer,505714,1,7023.00,28.00,8989.44,Not Matched
INV001163,3,Server,697876,1,9873.51,12.00,11058.33,Matched
INV001163,4,SSD,960824,1,18640.76,28.00,23860.17,Not Matched
INV001163,5,Laptop,372471,3,6218.78,18.00,22014.48,Partial Match
INV001164,1,Mouse,162409,5,7183.96,28.00,45977.34,Partial Match
INV001164,2,Mouse,856887,1,1198.79,5.00,1258.73,Not Matched
INV001164,3,Printer,191721,10,2688.88,28.00,34417.66,Matched
INV001165,1,Router,894009,6,4862.06,5.00,30630.98,Not Matched
INV001165,2,Server,330971,5,7578.88,5.00,39789.12,Not Matched
INV001165,3,Monitor,696144,5,2587.97,12.00,14492.63,Not Matched
INV001165,4,Router,961667,2,15099.10,12.00,33821.98,Partial Match
INV001166,1,Laptop,182739,4,3071.38,12.00,13759.78,Not Matched
INV001166,2,Router,288604,2,11186.97,12.00,25058.81,Partial Match
INV001166,3,Laptop,800837,6,5049.92,12.00,33935.46,Not Matched
INV001166,4,Webcam,646002,8,5155.77,12.00,46195.70,Matched
INV001167,1,SSD,619640,9,4920.42,12.00,49597.83,Not Matched
INV001167,2,Printer,913409,2,14597.97,18.00,34451.21,Partial Match
INV001167,3,Printer,627401,9,1576.30,5.00,14896.04,Not Matched
INV001167,4,Keyboard,690161,4,10921.10,18.00,51547.59,Not Matched
INV001168,1,Printer,729313,8,12218.16,18.00,115339.43,Not Matched
INV001168,2,Monitor,550034,2,6321.24,12.00,14159.58,Matched
INV001168,3,Router,165446,5,18109.57,18.00,106846.46,Matched
INV001168,4,Tablet,402547,3,3341.43,12.00,11227.20,Partial Match
INV001169,1,Mouse,640092,7,19056.11,28.00,170742.75,Matched
INV001169,2,Router,282827,4,10641.99,5.00,44696.36,Not Matched
INV001169,3,Router,712675,10,17535.36,28.00,224452.61,Not Matched
INV001169,4,Monitor,157092,4,6942.59,12.00,31102.80,Matched
INV001169,5,SSD,856018,1,4398.67,12.00,4926.51,Partial Match
INV001170,1,Webcam,749371,8,12912.72,28.00,132226.25,Matched
INV001170,2,Router,450822,1,16523.72,28.00,21150.36,Partial Match
INV001171,1,Server,735609,3,19524.05,5.00,61500.76,Partial Match
INV001171,2,Server,261145,6,8296.08,28.00,63713.89,Not Matched
INV001171,3,Router,737421,7,2672.45,5.00,19642.51,Partial Match
INV001172,1,Laptop,365971,2,10397.50,28.00,26617.60,Partial Match
INV001172,2,Server,407890,1,11566.89,28.00,14805.62,Partial Match
INV001173,1,Router,632141,2,16884.55,12.00,37821.39,Partial Match
INV001173,2,Keyboard,705656,8,19516.96,5.00,163942.46,Not Matched
INV001173,3,Laptop,908010,3,11924.23,18.00,42211.77,Not Matched
INV001173,4,Keyboard,829659,7,2315.53,28.00,20747.15,Not Matched
INV001173,5,SSD,214341,7,12317.10,18.00,101739.25,Not Matched
INV001174,1,Server,222547,2,1164.40,18.00,2747.98,Partial Match
INV001174,2,Printer,285315,7,10950.68,18.00,90452.62,Partial Match
INV001174,3,Monitor,317720,3,16063.98,5.00,50601.54,Not Matched
INV001174,4,Monitor,418502,6,18647.25,28.00,143210.88,Matched
INV001175,1,Webcam,661544,3,12536.11,5.00,39488.75,Not Matched
INV001175,2,SSD,284490,8,12968.08,5.00,108931.87,Not Matched
INV001175,3,Server,799038,3,15239.05,18.00,53946.24,Not Matched
INV001176,1,Printer,150562,9,4921.01,12.00,49603.78,Partial Match
INV001176,2,Monitor,513683,2,3254.86,28.00,8332.44,Partial Match
INV001176,3,Printer,866256,8,9188.51,18.00,86739.53,Partial Match
INV001177,1,Printer,925987,2,9760.25,5.00,20496.53,Partial Match
INV001177,2,Tablet,225245,5,7389.35,18.00,43597.17,Partial Match
INV001177,3,Server,105502,8,2174.74,12.00,19485.67,Matched
INV001177,4,Router,445805,5,17100.06,18.00,100890.35,Not Matched
INV001178,1,Monitor,438147,3,11110.85,5.00,34999.18,Partial Match
INV001178,2,SSD,663842,7,11552.51,18.00,95423.73,Partial Match
INV001178,3,Keyboard,177383,3,16218.78,18.00,57414.48,Not Matched
INV001178,4,Server,637043,10,15819.88,5.00,166108.74,Not Matched
INV001178,5,Keyboard,661681,9,4978.11,18.00,52867.53,Not Matched
INV001179,1,Router,350597,9,4905.88,18.00,52100.45,Matched
INV001179,2,Webcam,549280,7,17581.12,28.00,157526.84,Matched
INV001180,1,Mouse,826313,7,4509.29,18.00,37246.74,Matched
INV001180,2,Router,951696,8,17422.19,12.00,156102.82,Partial Match
INV001180,3,SSD,868665,3,12210.52,28.00,46888.40,Not Matched
INV001180,4,Laptop,735604,8,19603.17,28.00,200736.46,Matched
INV001180,5,SSD,883734,5,11141.03,12.00,62389.77,Matched
INV001181,1,Monitor,108370,4,5155.13,5.00,21651.55,Partial Match
INV001181,2,Keyboard,263298,1,14913.30,18.00,17597.69,Not Matched
INV001181,3,Laptop,943066,3,12781.02,18.00,45244.81,Matched
INV001181,4,Keyboard,899943,9,7606.80,12.00,76676.54,Partial Match
INV001181,5,Printer,411885,3,6639.41,5.00,20914.14,Not Matched
INV001182,1,Laptop,756404,7,6336.47,5.00,46573.05,Matched
INV001182,2,Laptop,300280,5,7566.89,28.00,48428.10,Partial Match
INV001182,3,Tablet,391087,3,1344.68,5.00,4235.74,Matched
INV001182,4,SSD,942364,8,10945.08,28.00,112077.62,Partial Match
INV001183,1,SSD,224919,7,19143.04,18.00,158121.51,Partial Match
INV001183,2,Router,782586,5,10782.53,18.00,63616.93,Not Matched
INV001184,1,Keyboard,702451,9,10472.36,28.00,120641.59,Matched
INV001184,2,Server,714310,1,3427.52,28.00,4387.23,Partial Match
INV001184,3,Mouse,147385,2,8197.52,18.00,19346.15,Matched
INV001184,4,Webcam,676960,2,13146.13,5.00,27606.87,Matched
INV001184,5,Router,500276,7,3317.71,18.00,27404.28,Partial Match
INV001185,1,Monitor,684591,1,1497.94,28.00,1917.36,Matched
INV001185,2,Tablet,635285,10,17874.69,28.00,228796.03,Partial Match
INV001185,3,Server,952282,10,3621.05,18.00,42728.39,Partial Match
INV001185,4,Router,699273,6,3040.30,28.00,23349.50,Matched
INV001186,1,Mouse,657877,3,10657.21,12.00,35808.23,Matched
INV001186,2,Tablet,564478,1,1924.12,5.00,2020.33,Matched
INV001186,3,SSD,654201,10,4796.57,5.00,50363.99,Not Matched
INV001187,1,Tablet,181868,9,9454.04,18.00,100401.90,Partial Match
INV001187,2,Mouse,638166,7,12960.88,18.00,107056.87,Partial Match
INV001187,3,Tablet,815941,2,8200.55,12.00,18369.23,Partial Match
INV001188,1,Monitor,905853,1,6297.40,12.00,7053.09,Matched
INV001188,2,Laptop,476778,4,7943.29,28.00,40669.64,Partial Match
INV001188,3,Mouse,587512,2,10143.02,18.00,23937.53,Not Matched
INV001188,4,Tablet,561462,2,19140.75,12.00,42875.28,Matched
INV001189,1,SSD,674127,10,3385.15,12.00,37913.68,Not Matched
INV001189,2,Tablet,114927,1,18857.72,5.00,19800.61,Partial Match
INV001189,3,Printer,801345,10,10422.87,28.00,133412.74,Not Matched
INV001189,4,Webcam,559974,9,16413.38,12.00,165446.87,Matched
