Document_ID,Invoice_ID,Vendor_Name,Vendor_GSTIN,Buyer_Name,Invoice_Number,Invoice_Date,PO_Number,Taxable_Amount,CGST_Amount,SGST_Amount,IGST_Amount,Total_Amount,Confidence_Score,OCR_Status,Reconciliation_Status,Processing_Time_Min,Exception_Reason
DOC001004,INV001004,Zenith Solutions,19ABCDE6436F1Z6,HCL,INVNO-101004,2024-12-13,PO-9867705,207941.54,17971.42,17971.43,0,243884.39,92.4,Success,Matched,14,No Exception
DOC001005,INV001005,Omega Supplies,23ABCDE7909F1Z3,Accenture,INVNO-101005,2024-10-14,PO-4791758,184375.74,0,0,31462.76,215838.5,92.66,Failed,Matched,22,No Exception
DOC001006,INV001006,Blue Ocean Pvt Ltd,21ABCDE7348F1Z3,IBM India,INVNO-101006,2024-05-01,PO-8705815,363843.69,37360.92,37360.92,0,438565.53,80.2,Success,Matched,2,No Exception
DOC001007,INV001007,Blue Ocean Pvt Ltd,34ABCDE2949F1Z6,Wipro,INVNO-101007,2024-06-24,PO-3962638,309815.47,12961.19,12961.19,0,335737.85,80.89,Success,Matched,4,No Exception
DOC001008,INV001008,Pioneer Industries,23ABCDE4710F1Z9,Cognizant,INVNO-101008,2025-02-10,PO-8679769,165592.29,0,0,24078.97,189671.26,99.15,Success,Matched,5,No Exception
DOC001009,INV001009,Sunrise Traders,25ABCDE4236F1Z7,TCS,INVNO-101009,2024-11-28,PO-1610073,52112.55,0,0,2605.63,54718.18,90.93,Partial,Matched,25,No Exception
DOC001010,INV001010,Global Traders,29ABCDE1917F1Z5,Capgemini,INVNO-101010,2025-12-12,PO-8457376,346986.16,18299.78,18299.79,0,383585.73,99.78,Partial,Matched,19,No Exception
DOC001011,INV001011,Elite Components,13ABCDE3693F1Z5,Wipro,INVNO-101011,2024-10-07,PO-1444247,196296.84,13495.74,13495.74,0,223288.32,80.34,Failed,Matched,1,No Exception
DOC001012,INV001012,Zenith Solutions,12ABCDE5825F1Z9,Cognizant,INVNO-101012,2024-05-17,PO-3694621,168934.93,0,0,24714.81,193649.74,94.4,Success,Matched,24,No Exception
DOC001013,INV001013,Pioneer Industries,29ABCDE9885F1Z9,Accenture,INVNO-101013,2025-11-18,PO-1850890,176592.85,0,0,27569.76,204162.61,83.8,Failed,Matched,28,No Exception
DOC001014,INV001014,Velocity Systems,13ABCDE9716F1Z5,TCS,INVNO-101014,2024-02-28,PO-5568136,356345.16,19296.74,19296.74,0,394938.64,97.81,Partial,Matched,3,No Exception
DOC001015,INV001015,Zenith Solutions,31ABCDE6358F1Z1,Cognizant,INVNO-101015,2025-06-10,PO-9624095,137384.55,15338.48,15338.48,0,168061.51,84.76,Failed,Matched,1,No Exception
DOC001016,INV001016,Sunrise Traders,35ABCDE1166F1Z5,TCS,INVNO-101016,2024-09-11,PO-3986552,211058.18,0,0,37990.48,249048.66,86.32,Partial,Matched,19,No Exception
DOC001017,INV001017,Global Traders,36ABCDE3331F1Z2,TCS,INVNO-101017,2024-08-03,PO-4780790,367116.42,16795.91,16795.91,0,400708.24,87.99,Success,Matched,6,No Exception
DOC001018,INV001018,Pioneer Industries,14ABCDE2171F1Z1,Cognizant,INVNO-101018,2025-05-10,PO-4104084,349563.58,34863.24,34863.24,0,419290.06,81.14,Success,Matched,20,No Exception
DOC001019,INV001019,Metro Distributors,22ABCDE7359F1Z8,TCS,INVNO-101019,2024-08-12,PO-6637871,296065.04,0,0,58646.19,354711.23,94.61,Success,Matched,22,No Exception
DOC001020,INV001020,Tech Solutions,35ABCDE7718F1Z6,Infosys,INVNO-101020,2025-11-25,PO-9921897,238573.05,0,0,15668.63,254241.68,87.66,Failed,Matched,17,No Exception
DOC001021,INV001021,Metro Distributors,37ABCDE4320F1Z8,Wipro,INVNO-101021,2025-01-29,PO-3441976,77468.58,0,0,10994.65,88463.23,94.92,Partial,Matched,14,No Exception
DOC001022,INV001022,Velocity Systems,26ABCDE3992F1Z2,Capgemini,INVNO-101022,2025-01-30,PO-6494079,200499.29,28069.9,28069.9,0,256639.09,96.22,Success,Matched,6,No Exception
DOC001023,INV001023,Sigma Enterprises,19ABCDE3080F1Z5,HCL,INVNO-101023,2024-04-07,PO-2167347,99079.16,10746.7,10746.7,0,120572.56,98.69,Partial,Matched,16,No Exception
DOC001024,INV001024,Global Traders,11ABCDE2006F1Z8,Cognizant,INVNO-101024,2024-04-13,PO-6800262,254524.89,0,0,31450.76,285975.65,91.55,Failed,Matched,3,No Exception
DOC001025,INV001025,Velocity Systems,24ABCDE7771F1Z4,TCS,INVNO-101025,2024-01-13,PO-5411395,139543.84,7204.95,7204.96,0,153953.75,87.83,Failed,Matched,25,No Exception
DOC001026,INV001026,Vertex Systems,21ABCDE9126F1Z9,IBM India,INVNO-101026,2025-10-08,PO-9532466,32502.73,0,0,3900.33,36403.06,94.79,Success,Matched,24,No Exception
DOC001027,INV001027,Tech Solutions,36ABCDE8776F1Z5,Accenture,INVNO-101027,2025-01-02,PO-3775559,180724.76,14409.1,14409.1,0,209542.96,99.16,Failed,Matched,26,No Exception
DOC001028,INV001028,Prime Supplies,34ABCDE2473F1Z4,Wipro,INVNO-101028,2024-01-13,PO-5341780,434219.11,44100.26,44100.27,0,522419.64,86.14,Failed,Matched,25,No Exception
DOC001029,INV001029,Crystal Electronics,27ABCDE6064F1Z1,Accenture,INVNO-101029,2024-01-26,PO-8817486,425693.27,0,0,32810.39,458503.66,98.27,Partial,Matched,4,No Exception
DOC001030,INV001030,Sunrise Traders,29ABCDE8173F1Z7,Accenture,INVNO-101030,2024-03-20,PO-6813011,236827.31,0,0,25210.07,262037.38,88.82,Success,Matched,16,No Exception
DOC001031,INV001031,GreenLeaf Trading,28ABCDE8729F1Z3,Accenture,INVNO-101031,2025-06-23,PO-7640701,82199.78,5388.32,5388.33,0,92976.43,95.55,Success,Matched,20,No Exception
DOC001032,INV001032,Zenith Solutions,24ABCDE8696F1Z8,Cognizant,INVNO-101032,2024-04-15,PO-9307754,417759.62,22907.04,22907.04,0,463573.7,96.68,Success,Matched,6,No Exception
DOC001033,INV001033,Vertex Systems,34ABCDE8789F1Z1,HCL,INVNO-101033,2025-07-28,PO-2525037,197746.99,0,0,34641.53,232388.52,97.84,Success,Matched,20,No Exception
DOC001034,INV001034,Global Traders,23ABCDE8294F1Z7,Cognizant,INVNO-101034,2024-12-24,PO-2767631,261013.18,17604.25,17604.25,0,296221.68,87.22,Success,Matched,24,No Exception
DOC001035,INV001035,Apex Manufacturing,18ABCDE4519F1Z9,Wipro,INVNO-101035,2024-08-27,PO-1547329,258381.76,0,0,24485.6,282867.36,88.48,Success,Matched,1,No Exception
DOC001036,INV001036,Pioneer Industries,15ABCDE3164F1Z4,Cognizant,INVNO-101036,2025-01-02,PO-7039532,42967.52,0,0,2148.38,45115.9,80.63,Failed,Matched,3,No Exception
DOC001037,INV001037,Sigma Enterprises,25ABCDE5280F1Z5,TCS,INVNO-101037,2025-02-18,PO-4320562,253335.8,0,0,49775.5,303111.3,93.7,Partial,Matched,28,No Exception
DOC001038,INV001038,Zenith Solutions,12ABCDE8892F1Z1,Cognizant,INVNO-101038,2024-04-30,PO-8404764,81766.78,9823.76,9823.77,0,101414.31,99.65,Success,Matched,22,No Exception
DOC001039,INV001039,Global Traders,33ABCDE2806F1Z9,Accenture,INVNO-101039,2025-08-14,PO-3202877,428362.98,19948.17,19948.17,0,468259.32,82.32,Success,Matched,18,No Exception
DOC001040,INV001040,Future Tech,10ABCDE1823F1Z1,Capgemini,INVNO-101040,2025-09-13,PO-8679427,192344.09,23247.63,23247.64,0,238839.36,99.5,Success,Matched,28,No Exception
DOC001041,INV001041,Smart Electronics,32ABCDE1512F1Z1,TCS,INVNO-101041,2025-09-21,PO-1054239,298407.18,25496.35,25496.36,0,349399.89,86.81,Success,Matched,2,No Exception
DOC001042,INV001042,Sigma Enterprises,15ABCDE7787F1Z1,Capgemini,INVNO-101042,2025-06-19,PO-9070111,160380.99,5653.98,5653.98,0,171688.95,89.76,Failed,Matched,16,No Exception
DOC001043,INV001043,Global Traders,24ABCDE7101F1Z8,Cognizant,INVNO-101043,2024-01-19,PO-4368644,268947.04,0,0,39692.71,308639.75,95.62,Partial,Matched,13,No Exception
DOC001044,INV001044,Crystal Electronics,22ABCDE4932F1Z6,Wipro,INVNO-101044,2024-07-21,PO-1958413,318228.66,0,0,70021.08,388249.74,85.06,Partial,Matched,16,No Exception
DOC001045,INV001045,Apex Manufacturing,20ABCDE6716F1Z3,Accenture,INVNO-101045,2024-03-16,PO-4831711,149566.44,0,0,11892.7,161459.14,85.7,Partial,Matched,25,No Exception
DOC001046,INV001046,Sigma Enterprises,32ABCDE1162F1Z8,Infosys,INVNO-101046,2024-10-08,PO-4059069,183856.39,0,0,36558.51,220414.9,88.99,Partial,Matched,15,No Exception
DOC001047,INV001047,Sigma Enterprises,24ABCDE2439F1Z5,Wipro,INVNO-101047,2025-08-10,PO-4521601,273261.96,24928.88,24928.87,0,323119.71,95.04,Partial,Matched,14,No Exception
DOC001048,INV001048,Neo Technologies,35ABCDE3896F1Z5,HCL,INVNO-101048,2025-08-29,PO-3724703,96830.79,3445.86,3445.86,0,103722.51,95.82,Success,Matched,19,No Exception
DOC001049,INV001049,Apex Manufacturing,31ABCDE8718F1Z7,Wipro,INVNO-101049,2025-03-13,PO-7830770,353089.69,47299.69,47299.69,0,447689.07,98.8,Partial,Matched,21,No Exception
DOC001050,INV001050,Pioneer Industries,31ABCDE4028F1Z4,Capgemini,INVNO-101050,2024-07-30,PO-8160178,70417.72,0,0,5113,75530.72,82.23,Partial,Matched,28,No Exception
DOC001051,INV001051,Zenith Solutions,21ABCDE4703F1Z9,Wipro,INVNO-101051,2025-09-06,PO-5219489,522389.31,0,0,94030.07,616419.38,86.06,Failed,Matched,3,No Exception
DOC001052,INV001052,GreenLeaf Trading,21ABCDE5778F1Z3,Accenture,INVNO-101052,2025-04-30,PO-9370224,172315.63,0,0,25956.56,198272.19,99.14,Failed,Exception,10,Amount Mismatch
DOC001053,INV001053,Smart Electronics,18ABCDE4545F1Z4,Capgemini,INVNO-101053,2024-11-28,PO-9455554,311175.46,35983.07,35983.08,0,383141.61,83.17,Success,Matched,27,No Exception
DOC001054,INV001054,Crystal Electronics,13ABCDE2194F1Z2,Wipro,INVNO-101054,2024-08-29,PO-1349914,129660.35,10153.41,10153.41,0,149967.17,93.37,Failed,Matched,16,No Exception
DOC001055,INV001055,Vertex Systems,10ABCDE9193F1Z5,TCS,INVNO-101055,2024-03-29,PO-5901290,93691.4,0,0,26233.59,119924.99,96.75,Failed,Matched,7,No Exception
DOC001056,INV001056,Tech Solutions,10ABCDE2703F1Z1,HCL,INVNO-101056,2024-08-20,PO-8567531,311941.98,22459.01,22459.02,0,356860.01,85.82,Success,Matched,16,No Exception
DOC001057,INV001057,GreenLeaf Trading,31ABCDE6825F1Z8,Cognizant,INVNO-101057,2024-08-16,PO-6485121,184444.8,0,0,29780.62,214225.42,93.94,Success,Matched,29,No Exception
DOC001058,INV001058,Prime Supplies,19ABCDE4285F1Z9,TCS,INVNO-101058,2025-11-03,PO-5732879,48666.61,2920,2920,0,54506.61,95.71,Success,Matched,5,No Exception
DOC001059,INV001059,Elite Components,15ABCDE3622F1Z2,HCL,INVNO-101059,2024-09-02,PO-5816865,151906.5,8643.41,8643.4,0,169193.31,96.9,Partial,Matched,3,No Exception
DOC001060,INV001060,Elite Components,19ABCDE4909F1Z4,Cognizant,INVNO-101060,2024-06-28,PO-3939634,153788.16,0,0,29608.38,183396.54,98.58,Partial,Matched,2,No Exception
DOC001061,INV001061,Smart Electronics,36ABCDE1385F1Z3,Wipro,INVNO-101061,2024-08-01,PO-3426012,96931.34,0,0,15849.8,112781.14,83.28,Failed,Matched,22,No Exception
DOC001062,INV001062,ABC Industries,13ABCDE6454F1Z1,Accenture,INVNO-101062,2024-08-22,PO-6928057,287020.54,29980.13,29980.14,0,346980.81,96.64,Success,Matched,23,No Exception
DOC001063,INV001063,Metro Distributors,18ABCDE3227F1Z4,Wipro,INVNO-101063,2025-05-14,PO-3945528,263229.04,0,0,61384.73,324613.77,90.68,Success,Matched,29,No Exception
DOC001064,INV001064,Elite Components,14ABCDE9080F1Z9,Capgemini,INVNO-101064,2025-12-04,PO-3741590,194818.57,0,0,30073.63,224892.2,82.23,Partial,Matched,28,No Exception
DOC001065,INV001065,Blue Ocean Pvt Ltd,26ABCDE5033F1Z7,Accenture,INVNO-101065,2025-03-29,PO-8266022,240638.22,0,0,29949.51,270587.73,88.38,Partial,Matched,22,No Exception
DOC001066,INV001066,Smart Electronics,36ABCDE6628F1Z6,TCS,INVNO-101066,2025-02-16,PO-9673439,257004.67,0,0,59533.12,316537.79,98.02,Success,Matched,17,No Exception
DOC001067,INV001067,Prime Supplies,24ABCDE7396F1Z2,IBM India,INVNO-101067,2025-12-08,PO-4256077,311830.52,0,0,57988.51,369819.03,93.44,Partial,Matched,23,No Exception
DOC001068,INV001068,GreenLeaf Trading,19ABCDE7430F1Z8,Capgemini,INVNO-101068,2025-05-27,PO-3075330,85467.87,5701.5,5701.5,0,96870.87,90.08,Failed,Matched,24,No Exception
DOC001069,INV001069,Elite Components,17ABCDE7631F1Z2,IBM India,INVNO-101069,2025-05-02,PO-3980817,12904.96,0,0,3613.39,16518.35,87.24,Partial,Matched,2,No Exception
DOC001070,INV001070,ABC Industries,22ABCDE3719F1Z4,HCL,INVNO-101070,2024-03-25,PO-8910703,186995.19,22589.67,22589.68,0,232174.54,83.58,Success,Matched,3,No Exception
DOC001071,INV001071,Vertex Systems,36ABCDE5358F1Z9,HCL,INVNO-101071,2024-06-23,PO-6086687,339654.65,0,0,63364.88,403019.53,87.07,Success,Matched,13,No Exception
DOC001072,INV001072,Global Traders,37ABCDE8596F1Z2,Wipro,INVNO-101072,2024-02-05,PO-8353083,156172.6,12543.81,12543.8,0,181260.21,81.18,Failed,Matched,9,No Exception
DOC001073,INV001073,Pioneer Industries,26ABCDE6003F1Z6,Accenture,INVNO-101073,2024-03-04,PO-5891862,241792.8,0,0,38099.63,279892.43,98.55,Partial,Matched,8,No Exception
DOC001074,INV001074,Global Traders,36ABCDE3540F1Z6,Cognizant,INVNO-101074,2024-07-06,PO-2861188,275335.03,17744.12,17744.12,0,310823.27,80.64,Failed,Matched,7,No Exception
DOC001075,INV001075,Vertex Systems,21ABCDE4008F1Z3,Accenture,INVNO-101075,2024-01-19,PO-5175517,280530.37,39274.25,39274.25,0,359078.87,95.56,Success,Matched,9,No Exception
DOC001076,INV001076,ABC Industries,37ABCDE7623F1Z2,TCS,INVNO-101076,2025-04-11,PO-7903025,39114.05,2923.55,2923.55,0,44961.15,92.03,Partial,Matched,21,No Exception
DOC001077,INV001077,Global Traders,23ABCDE3546F1Z1,Infosys,INVNO-101077,2024-10-12,PO-6674825,591616.08,0,0,69334.94,660951.02,86.22,Failed,Matched,24,No Exception
DOC001078,INV001078,Pioneer Industries,22ABCDE2855F1Z1,IBM India,INVNO-101078,2025-06-20,PO-9056207,170630.31,21522.49,21522.5,0,213675.3,82.42,Failed,Matched,11,No Exception
DOC001079,INV001079,Zenith Solutions,20ABCDE7323F1Z5,Capgemini,INVNO-101079,2024-07-24,PO-4436527,170702.74,4267.56,4267.57,0,179237.87,84.1,Success,Matched,30,No Exception
DOC001080,INV001080,Pioneer Industries,20ABCDE7018F1Z7,IBM India,INVNO-101080,2024-03-11,PO-3765483,126905.94,3900.97,3900.97,0,134707.88,89.09,Failed,Matched,15,No Exception
DOC001081,INV001081,Tech Solutions,35ABCDE1240F1Z2,HCL,INVNO-101081,2024-04-21,PO-7884812,175276.3,0,0,29734.2,205010.5,89.55,Partial,Matched,9,No Exception
DOC001082,INV001082,Future Tech,32ABCDE3373F1Z7,IBM India,INVNO-101082,2025-08-04,PO-1881423,95951.61,0,0,9188.41,105140.02,85.21,Failed,Matched,13,No Exception
DOC001083,INV001083,Metro Distributors,12ABCDE3602F1Z9,HCL,INVNO-101083,2024-11-09,PO-5485194,472072.07,44762.45,44762.45,0,561596.97,83.91,Success,Matched,25,No Exception
DOC001084,INV001084,Omega Supplies,25ABCDE3175F1Z5,Infosys,INVNO-101084,2024-06-16,PO-1656514,158611.09,4624.88,4624.88,0,167860.85,89.3,Failed,Matched,18,No Exception
DOC001085,INV001085,Neo Technologies,12ABCDE1679F1Z8,HCL,INVNO-101085,2025-11-23,PO-1436795,376813.3,0,0,95310.95,472124.25,87.96,Failed,Matched,18,No Exception
DOC001086,INV001086,Crystal Electronics,10ABCDE8434F1Z2,IBM India,INVNO-101086,2024-11-16,PO-6942847,266094.6,0,0,53571.23,319665.83,95.05,Success,Matched,16,No Exception
DOC001087,INV001087,Crystal Electronics,10ABCDE3233F1Z7,Cognizant,INVNO-101087,2025-01-12,PO-7743049,381478.66,47478.25,47478.25,0,476435.16,88.58,Success,Matched,22,No Exception
DOC001088,INV001088,ABC Industries,36ABCDE4847F1Z9,Capgemini,INVNO-101088,2024-02-23,PO-8105863,119302.9,7037.93,7037.93,0,133378.76,85.38,Partial,Matched,27,No Exception
DOC001089,INV001089,Omega Supplies,31ABCDE4046F1Z7,Infosys,INVNO-101089,2025-03-19,PO-3767490,307544.7,23634.27,23634.27,0,354813.24,99.71,Failed,Matched,24,No Exception
DOC001090,INV001090,Elite Components,13ABCDE5452F1Z5,IBM India,INVNO-101090,2025-09-21,PO-4676800,85627.85,10309.43,10309.44,0,106246.72,95.36,Failed,Matched,15,No Exception
DOC001091,INV001091,Vertex Systems,34ABCDE2322F1Z9,HCL,INVNO-101091,2024-04-14,PO-2068288,244205.78,23518.89,23518.89,0,291243.56,92.32,Partial,Matched,16,No Exception
DOC001092,INV001092,Smart Electronics,29ABCDE7418F1Z3,Cognizant,INVNO-101092,2025-12-27,PO-3654515,25117.94,2014.57,2014.56,0,29147.07,83.96,Failed,Matched,27,No Exception
DOC001093,INV001093,Sigma Enterprises,28ABCDE3022F1Z9,Infosys,INVNO-101093,2024-04-29,PO-3174368,179552.26,0,0,28542.37,208094.63,88.81,Partial,Matched,2,No Exception
DOC001094,INV001094,Smart Electronics,26ABCDE8631F1Z3,Capgemini,INVNO-101094,2024-11-30,PO-9202120,487077.23,0,0,67815.27,554892.5,91.89,Partial,Matched,3,No Exception
DOC001095,INV001095,Apex Manufacturing,17ABCDE2921F1Z5,Capgemini,INVNO-101095,2025-04-10,PO-6598880,225006.96,0,0,29976.3,254983.26,94.86,Failed,Matched,17,No Exception
DOC001096,INV001096,Pioneer Industries,12ABCDE7212F1Z5,HCL,INVNO-101096,2025-02-14,PO-7152975,236201.44,24771.57,24771.57,0,285744.58,89.4,Success,Partial Match,4,Duplicate Invoice
DOC001097,INV001097,Omega Supplies,29ABCDE6328F1Z4,Wipro,INVNO-101097,2025-04-26,PO-1095972,147704.32,0,0,21225.1,168929.42,96.6,Failed,Matched,15,No Exception
DOC001098,INV001098,Neo Technologies,30ABCDE1404F1Z3,Accenture,INVNO-101098,2024-06-28,PO-2694481,280686.83,0,0,49478.33,330165.16,88.82,Success,Matched,8,No Exception
DOC001099,INV001099,Vertex Systems,10ABCDE6668F1Z7,TCS,INVNO-101099,2024-07-23,PO-8599549,54195.13,4025.66,4025.65,0,62246.44,87.92,Failed,Matched,11,No Exception
DOC001100,INV001100,Omega Supplies,35ABCDE2667F1Z3,IBM India,INVNO-101100,2025-03-22,PO-6532349,256434.63,0,0,23260.75,279695.38,94.74,Success,Matched,13,No Exception
DOC001101,INV001101,GreenLeaf Trading,22ABCDE5690F1Z3,Cognizant,INVNO-101101,2024-07-01,PO-3870977,193020.75,13394.74,13394.74,0,219810.23,96.64,Success,Matched,2,No Exception
DOC001102,INV001102,Blue Ocean Pvt Ltd,30ABCDE1138F1Z3,Infosys,INVNO-101102,2025-01-15,PO-7602064,136529,0,0,26931.5,163460.5,80.63,Partial,Matched,7,No Exception
DOC001103,INV001103,Neo Technologies,23ABCDE7254F1Z1,Capgemini,INVNO-101103,2024-10-06,PO-3358692,111449.93,9962.67,9962.68,0,131375.28,92.64,Failed,Matched,21,No Exception
DOC001104,INV001104,Metro Distributors,25ABCDE3646F1Z5,IBM India,INVNO-101104,2025-05-08,PO-6975417,120623.15,0,0,12571.84,133194.99,83.65,Failed,Matched,17,No Exception
DOC001105,INV001105,Elite Components,10ABCDE9163F1Z7,TCS,INVNO-101105,2024-12-18,PO-6199985,69842.86,0,0,13289.41,83132.27,84.75,Failed,Exception,4,Amount Mismatch
DOC001106,INV001106,Zenith Solutions,34ABCDE9605F1Z4,Infosys,INVNO-101106,2025-07-14,PO-9739833,79282.12,0,0,18779.99,98062.11,85.18,Failed,Matched,7,No Exception
DOC001107,INV001107,Vertex Systems,30ABCDE6914F1Z2,Capgemini,INVNO-101107,2025-03-10,PO-1248950,124366.67,0,0,23983.17,148349.84,97.5,Partial,Matched,16,No Exception
DOC001108,INV001108,Elite Components,21ABCDE1214F1Z3,Accenture,INVNO-101108,2025-10-05,PO-8177391,186593.44,0,0,18397.74,204991.18,93.1,Success,Matched,8,No Exception
DOC001109,INV001109,Neo Technologies,37ABCDE9510F1Z1,HCL,INVNO-101109,2024-12-28,PO-2988632,188420.85,18343.67,18343.66,0,225108.18,86.08,Failed,Matched,21,No Exception
DOC001110,INV001110,Smart Electronics,22ABCDE9533F1Z6,Wipro,INVNO-101110,2024-08-01,PO-5076715,102866.52,6237.91,6237.92,0,115342.35,90.15,Success,Matched,2,No Exception
DOC001111,INV001111,Future Tech,35ABCDE8766F1Z6,Accenture,INVNO-101111,2024-06-20,PO-7209032,172280.67,10336.83,10336.84,0,192954.34,99.42,Partial,Matched,20,No Exception
DOC001112,INV001112,Sunrise Traders,21ABCDE5551F1Z3,Cognizant,INVNO-101112,2025-09-28,PO-8230539,255916.28,16439.08,16439.09,0,288794.45,80.9,Partial,Matched,13,No Exception
DOC001113,INV001113,Crystal Electronics,14ABCDE2020F1Z4,Capgemini,INVNO-101113,2025-11-12,PO-2221573,151017.17,5279.47,5279.46,0,161576.1,90.64,Success,Matched,28,No Exception
DOC001114,INV001114,Sigma Enterprises,27ABCDE1706F1Z1,Capgemini,INVNO-101114,2024-02-29,PO-1758652,153441.06,0,0,29912.57,183353.63,94.41,Success,Matched,15,No Exception
DOC001115,INV001115,Sunrise Traders,21ABCDE4112F1Z6,HCL,INVNO-101115,2024-06-03,PO-7803157,150133.32,9410.12,9410.12,0,168953.56,99.35,Failed,Matched,17,No Exception
DOC001116,INV001116,Metro Distributors,24ABCDE5011F1Z7,HCL,INVNO-101116,2025-06-22,PO-1709362,299176.81,0,0,45902.63,345079.44,83.91,Partial,Matched,20,No Exception
DOC001117,INV001117,ABC Industries,31ABCDE6942F1Z1,Capgemini,INVNO-101117,2025-03-19,PO-3110520,241594.66,23156.26,23156.27,0,287907.19,86.22,Success,Matched,8,No Exception
DOC001118,INV001118,GreenLeaf Trading,19ABCDE9463F1Z1,Infosys,INVNO-101118,2024-05-08,PO-3941578,75499.93,7490.52,7490.52,0,90480.97,81.41,Success,Partial Match,9,Missing GSTIN
DOC001119,INV001119,Zenith Solutions,12ABCDE1360F1Z2,HCL,INVNO-101119,2025-12-20,PO-6936045,181894.49,8716.99,8716.99,0,199328.47,95.41,Partial,Matched,1,No Exception
DOC001120,INV001120,Metro Distributors,34ABCDE4487F1Z6,Wipro,INVNO-101120,2025-03-21,PO-6737726,189652.51,9445.42,9445.42,0,208543.35,93.38,Failed,Matched,24,No Exception
DOC001121,INV001121,Tech Solutions,32ABCDE2837F1Z1,TCS,INVNO-101121,2025-09-08,PO-9500993,333494.15,0,0,42489.39,375983.54,94.6,Partial,Matched,14,No Exception
DOC001122,INV001122,Crystal Electronics,31ABCDE7445F1Z3,Infosys,INVNO-101122,2025-02-25,PO-6898308,304294.6,0,0,26308.48,330603.08,85.65,Partial,Matched,25,No Exception
DOC001123,INV001123,Tech Solutions,21ABCDE2566F1Z7,Wipro,INVNO-101123,2025-10-13,PO-3068162,274767.46,0,0,25863.27,300630.73,85.04,Failed,Matched,14,No Exception
DOC001124,INV001124,Apex Manufacturing,17ABCDE4779F1Z6,TCS,INVNO-101124,2024-01-14,PO-5677747,133565.85,0,0,24041.85,157607.7,97.95,Success,Matched,12,No Exception
DOC001125,INV001125,Metro Distributors,32ABCDE1768F1Z4,Capgemini,INVNO-101125,2024-06-21,PO-3910035,306628.66,22829.22,22829.23,0,352287.11,82.66,Failed,Matched,5,No Exception
DOC001126,INV001126,ABC Industries,17ABCDE8089F1Z5,HCL,INVNO-101126,2024-05-13,PO-2380268,359953.64,0,0,41452.76,401406.4,93.78,Success,Matched,13,No Exception
DOC001127,INV001127,Apex Manufacturing,21ABCDE5140F1Z9,Infosys,INVNO-101127,2025-01-25,PO-3033738,334727.36,38140.61,38140.61,0,411008.58,81.01,Success,Matched,24,No Exception
DOC001128,INV001128,Velocity Systems,18ABCDE4153F1Z1,IBM India,INVNO-101128,2025-12-02,PO-9566724,284031.72,0,0,23672.15,307703.87,84.61,Failed,Matched,6,No Exception
DOC001129,INV001129,Metro Distributors,14ABCDE6526F1Z6,Cognizant,INVNO-101129,2025-11-05,PO-1720692,202598.58,10377.39,10377.38,0,223353.35,89.07,Failed,Matched,7,No Exception
DOC001130,INV001130,Crystal Electronics,26ABCDE3401F1Z1,Cognizant,INVNO-101130,2024-08-19,PO-6420008,128298.43,0,0,32103.23,160401.66,92.39,Success,Matched,18,No Exception
DOC001131,INV001131,Velocity Systems,31ABCDE6470F1Z7,HCL,INVNO-101131,2024-02-24,PO-4340045,270475.06,0,0,49084.79,319559.85,88.68,Partial,Matched,27,No Exception
DOC001132,INV001132,Elite Components,31ABCDE6325F1Z2,Capgemini,INVNO-101132,2024-05-27,PO-3478767,281079.75,25665.85,25665.86,0,332411.46,95.76,Partial,Matched,22,No Exception
DOC001133,INV001133,Velocity Systems,30ABCDE6524F1Z4,HCL,INVNO-101133,2024-10-25,PO-5518359,153030.09,6809.07,6809.07,0,166648.23,92.62,Success,Matched,29,No Exception
DOC001134,INV001134,Prime Supplies,26ABCDE1454F1Z1,Accenture,INVNO-101134,2025-05-29,PO-8207716,119331.36,15628.57,15628.57,0,150588.5,84.87,Failed,Matched,15,No Exception
DOC001135,INV001135,Future Tech,16ABCDE6424F1Z1,HCL,INVNO-101135,2025-12-29,PO-8582110,178784.9,0,0,13060.41,191845.31,83.29,Partial,Matched,14,No Exception
DOC001136,INV001136,Blue Ocean Pvt Ltd,15ABCDE8674F1Z2,Cognizant,INVNO-101136,2024-06-23,PO-9728520,176850.73,13387.31,13387.31,0,203625.35,85.26,Failed,Matched,18,No Exception
DOC001137,INV001137,Future Tech,32ABCDE3936F1Z5,HCL,INVNO-101137,2024-09-14,PO-4767974,270383.55,20220.74,20220.73,0,310825.02,81.53,Success,Partial Match,9,Amount Mismatch
DOC001138,INV001138,Velocity Systems,36ABCDE2016F1Z3,HCL,INVNO-101138,2024-09-30,PO-2884387,165249.76,19958.04,19958.05,0,205165.85,87.22,Failed,Matched,14,No Exception
DOC001139,INV001139,Crystal Electronics,26ABCDE5212F1Z1,Accenture,INVNO-101139,2024-08-08,PO-8773216,172139.43,0,0,32408.82,204548.25,86.43,Partial,Matched,10,No Exception
DOC001140,INV001140,Neo Technologies,20ABCDE8592F1Z8,Accenture,INVNO-101140,2024-06-13,PO-9969552,375144.17,26532.69,26532.68,0,428209.54,96.68,Partial,Matched,30,No Exception
DOC001141,INV001141,Apex Manufacturing,31ABCDE4429F1Z1,Infosys,INVNO-101141,2024-09-07,PO-2850204,242099.36,28790.97,28790.98,0,299681.31,89.98,Success,Matched,19,No Exception
